region,period,total,year,month
"04 balears, illes",2016-10,6.46,2016,10
"04 balears, illes",2016-09,6.18,2016,9
"04 balears, illes",2016-08,6.26,2016,8
"04 balears, illes",2016-07,6.16,2016,7
"04 balears, illes",2016-06,5.96,2016,6
"04 balears, illes",2016-05,5.54,2016,5
"04 balears, illes",2016-04,5.11,2016,4
"04 balears, illes",2016-03,5.11,2016,3
"04 balears, illes",2016-02,4.4,2016,2
"04 balears, illes",2016-01,4.06,2016,1
"04 balears, illes",2015-12,3.46,2015,12
"04 balears, illes",2015-11,3.92,2015,11
"04 balears, illes",2015-10,6.55,2015,10
"04 balears, illes",2015-09,6.68,2015,9
"04 balears, illes",2015-08,6.61,2015,8
"04 balears, illes",2015-07,6.46,2015,7
"04 balears, illes",2015-06,6.18,2015,6
"04 balears, illes",2015-05,5.41,2015,5
"04 balears, illes",2015-04,5.26,2015,4
"04 balears, illes",2015-03,5.45,2015,3
"04 balears, illes",2015-02,4.73,2015,2
"04 balears, illes",2015-01,3.95,2015,1
"04 balears, illes",2014-12,3.58,2014,12
"04 balears, illes",2014-11,3.98,2014,11
"04 balears, illes",2014-10,6.39,2014,10
"04 balears, illes",2014-09,6.47,2014,9
"04 balears, illes",2014-08,6.6,2014,8
"04 balears, illes",2014-07,6.52,2014,7
"04 balears, illes",2014-06,6.14,2014,6
"04 balears, illes",2014-05,5.44,2014,5
"04 balears, illes",2014-04,5.36,2014,4
"04 balears, illes",2014-03,5.5,2014,3
"04 balears, illes",2014-02,4.62,2014,2
"04 balears, illes",2014-01,4.19,2014,1
05 canarias,2025-02,6.46,2025,2
05 canarias,2025-01,6.92,2025,1
05 canarias,2024-12,6.59,2024,12
05 canarias,2024-11,6.58,2024,11
05 canarias,2024-10,6.58,2024,10
05 canarias,2024-09,6.71,2024,9
05 canarias,2024-08,6.87,2024,8
05 canarias,2024-07,6.68,2024,7
05 canarias,2024-06,6.32,2024,6
05 canarias,2024-05,6.23,2024,5
05 canarias,2024-04,6.24,2024,4
05 canarias,2024-03,6.44,2024,3
05 canarias,2024-02,6.61,2024,2
05 canarias,2024-01,6.97,2024,1
05 canarias,2023-12,6.56,2023,12
05 canarias,2023-11,6.83,2023,11
05 canarias,2023-10,6.37,2023,10
05 canarias,2023-09,6.69,2023,9
05 canarias,2023-08,6.7,2023,8
05 canarias,2023-07,6.46,2023,7
05 canarias,2023-06,6.3,2023,6
05 canarias,2023-05,6.24,2023,5
05 canarias,2023-04,6.03,2023,4
05 canarias,2023-03,6.47,2023,3
05 canarias,2023-02,6.62,2023,2
05 canarias,2023-01,7.08,2023,1
05 canarias,2022-12,6.32,2022,12
05 canarias,2022-11,6.76,2022,11
05 canarias,2022-10,6.38,2022,10
05 canarias,2022-09,6.74,2022,9
05 canarias,2022-08,6.91,2022,8
05 canarias,2022-07,6.52,2022,7
05 canarias,2022-06,6.36,2022,6
05 canarias,2022-05,6.16,2022,5
05 canarias,2022-04,6.24,2022,4
05 canarias,2022-03,6.67,2022,3
05 canarias,2022-02,6.12,2022,2
05 canarias,2022-01,7.11,2022,1
05 canarias,2021-12,6.66,2021,12
05 canarias,2021-11,6.95,2021,11
05 canarias,2021-10,6.14,2021,10
05 canarias,2021-09,6.47,2021,9
05 canarias,2021-08,6.19,2021,8
05 canarias,2021-07,5.53,2021,7
05 canarias,2021-06,4.74,2021,6
05 canarias,2021-05,4.04,2021,5
05 canarias,2021-04,4.0,2021,4
05 canarias,2021-03,3.96,2021,3
05 canarias,2021-02,3.83,2021,2
05 canarias,2021-01,4.98,2021,1
05 canarias,2020-12,5.51,2020,12
05 canarias,2020-11,5.46,2020,11
05 canarias,2020-10,4.02,2020,10
05 canarias,2020-09,4.52,2020,9
05 canarias,2020-08,5.43,2020,8
05 canarias,2020-07,5.16,2020,7
05 canarias,2020-06,2.43,2020,6
05 canarias,2020-05,4.85,2020,5
05 canarias,2020-04,0.0,2020,4
05 canarias,2020-03,7.73,2020,3
05 canarias,2020-02,6.55,2020,2
05 canarias,2020-01,7.49,2020,1
05 canarias,2019-12,6.94,2019,12
05 canarias,2019-11,6.91,2019,11
05 canarias,2019-10,6.69,2019,10
05 canarias,2019-09,7.12,2019,9
05 canarias,2019-08,7.19,2019,8
05 canarias,2019-07,7.06,2019,7
05 canarias,2019-06,6.69,2019,6
05 canarias,2019-05,6.43,2019,5
05 canarias,2019-04,6.59,2019,4
05 canarias,2019-03,6.73,2019,3
05 canarias,2019-02,6.82,2019,2
05 canarias,2019-01,7.42,2019,1
05 canarias,2018-12,6.82,2018,12
05 canarias,2018-11,7.24,2018,11
05 canarias,2018-10,6.9,2018,10
05 canarias,2018-09,7.22,2018,9
05 canarias,2018-08,7.51,2018,8
05 canarias,2018-07,7.21,2018,7
05 canarias,2018-06,6.88,2018,6
05 canarias,2018-05,6.91,2018,5
05 canarias,2018-04,6.76,2018,4
05 canarias,2018-03,6.73,2018,3
05 canarias,2018-02,7.09,2018,2
05 canarias,2018-01,7.74,2018,1
05 canarias,2017-12,7.04,2017,12
05 canarias,2017-11,7.45,2017,11
05 canarias,2017-10,7.02,2017,10
05 canarias,2017-09,7.17,2017,9
05 canarias,2017-08,7.8,2017,8
05 canarias,2017-07,7.32,2017,7
05 canarias,2017-06,7.15,2017,6
05 canarias,2017-05,7.05,2017,5
05 canarias,2017-04,6.72,2017,4
05 canarias,2017-03,7.28,2017,3
05 canarias,2017-02,7.3,2017,2
05 canarias,2017-01,7.93,2017,1
05 canarias,2016-12,7.38,2016,12
05 canarias,2016-11,7.73,2016,11
05 canarias,2016-10,7.15,2016,10
05 canarias,2016-09,7.82,2016,9
05 canarias,2016-08,8.05,2016,8
05 canarias,2016-07,7.61,2016,7
05 canarias,2016-06,7.26,2016,6
05 canarias,2016-05,7.05,2016,5
05 canarias,2016-04,6.92,2016,4
05 canarias,2016-03,7.37,2016,3
05 canarias,2016-02,7.41,2016,2
05 canarias,2016-01,7.65,2016,1
05 canarias,2015-12,7.38,2015,12
05 canarias,2015-11,7.44,2015,11
05 canarias,2015-10,7.07,2015,10
05 canarias,2015-09,7.5,2015,9
05 canarias,2015-08,7.86,2015,8
05 canarias,2015-07,7.59,2015,7
05 canarias,2015-06,7.19,2015,6
05 canarias,2015-05,6.75,2015,5
05 canarias,2015-04,6.96,2015,4
05 canarias,2015-03,7.33,2015,3
05 canarias,2015-02,7.56,2015,2
05 canarias,2015-01,8.03,2015,1
05 canarias,2014-12,7.41,2014,12
05 canarias,2014-11,7.38,2014,11
05 canarias,2014-10,7.26,2014,10
05 canarias,2014-09,7.58,2014,9
05 canarias,2014-08,7.67,2014,8
05 canarias,2014-07,7.51,2014,7
05 canarias,2014-06,7.17,2014,6
05 canarias,2014-05,6.93,2014,5
05 canarias,2014-04,7.05,2014,4
05 canarias,2014-03,7.52,2014,3
05 canarias,2014-02,7.59,2014,2
05 canarias,2014-01,8.38,2014,1
06 cantabria,2025-02,1.73,2025,2
06 cantabria,2025-01,1.85,2025,1
06 cantabria,2024-12,1.76,2024,12
06 cantabria,2024-11,1.95,2024,11
06 cantabria,2024-10,2.07,2024,10
06 cantabria,2024-09,2.1,2024,9
06 cantabria,2024-08,2.61,2024,8
06 cantabria,2024-07,2.46,2024,7
06 cantabria,2024-06,2.11,2024,6
06 cantabria,2024-05,1.91,2024,5
06 cantabria,2024-04,1.98,2024,4
06 cantabria,2024-03,1.94,2024,3
06 cantabria,2024-02,1.76,2024,2
06 cantabria,2024-01,1.78,2024,1
06 cantabria,2023-12,1.86,2023,12
06 cantabria,2023-11,2.01,2023,11
06 cantabria,2023-10,2.12,2023,10
06 cantabria,2023-09,2.17,2023,9
06 cantabria,2023-08,2.62,2023,8
06 cantabria,2023-07,2.36,2023,7
06 cantabria,2023-06,2.04,2023,6
06 cantabria,2023-05,1.99,2023,5
06 cantabria,2023-04,2.03,2023,4
06 cantabria,2023-03,1.9,2023,3
06 cantabria,2023-02,1.69,2023,2
06 cantabria,2023-01,1.74,2023,1
06 cantabria,2022-12,1.94,2022,12
06 cantabria,2022-11,1.97,2022,11
06 cantabria,2022-10,2.23,2022,10
06 cantabria,2022-09,2.21,2022,9
06 cantabria,2022-08,2.69,2022,8
06 cantabria,2022-07,2.47,2022,7
06 cantabria,2022-06,2.28,2022,6
06 cantabria,2022-05,2.14,2022,5
06 cantabria,2022-04,2.12,2022,4
06 cantabria,2022-03,2.12,2022,3
06 cantabria,2022-02,1.87,2022,2
06 cantabria,2022-01,1.94,2022,1
06 cantabria,2021-12,1.97,2021,12
06 cantabria,2021-11,2.05,2021,11
06 cantabria,2021-10,2.18,2021,10
06 cantabria,2021-09,2.28,2021,9
06 cantabria,2021-08,2.78,2021,8
06 cantabria,2021-07,2.58,2021,7
06 cantabria,2021-06,1.97,2021,6
06 cantabria,2021-05,1.79,2021,5
06 cantabria,2021-04,1.81,2021,4
06 cantabria,2021-03,1.76,2021,3
06 cantabria,2021-02,1.62,2021,2
06 cantabria,2021-01,1.55,2021,1
06 cantabria,2020-12,1.99,2020,12
06 cantabria,2020-11,2.06,2020,11
06 cantabria,2020-10,1.85,2020,10
06 cantabria,2020-09,2.05,2020,9
06 cantabria,2020-08,2.53,2020,8
06 cantabria,2020-07,2.21,2020,7
06 cantabria,2020-06,1.86,2020,6
06 cantabria,2020-05,3.04,2020,5
06 cantabria,2020-04,0.0,2020,4
06 cantabria,2020-03,1.72,2020,3
06 cantabria,2020-02,1.81,2020,2
06 cantabria,2020-01,1.85,2020,1
06 cantabria,2019-12,1.89,2019,12
06 cantabria,2019-11,2.11,2019,11
06 cantabria,2019-10,2.07,2019,10
06 cantabria,2019-09,2.29,2019,9
06 cantabria,2019-08,2.61,2019,8
06 cantabria,2019-07,2.45,2019,7
06 cantabria,2019-06,2.08,2019,6
06 cantabria,2019-05,2.06,2019,5
06 cantabria,2019-04,2.17,2019,4
06 cantabria,2019-03,1.97,2019,3
06 cantabria,2019-02,1.87,2019,2
06 cantabria,2019-01,1.91,2019,1
06 cantabria,2018-12,2.01,2018,12
06 cantabria,2018-11,2.13,2018,11
06 cantabria,2018-10,2.3,2018,10
06 cantabria,2018-09,2.31,2018,9
06 cantabria,2018-08,2.65,2018,8
06 cantabria,2018-07,2.48,2018,7
06 cantabria,2018-06,2.2,2018,6
06 cantabria,2018-05,2.05,2018,5
06 cantabria,2018-04,2.1,2018,4
06 cantabria,2018-03,2.04,2018,3
06 cantabria,2018-02,1.82,2018,2
06 cantabria,2018-01,1.74,2018,1
06 cantabria,2017-12,1.98,2017,12
06 cantabria,2017-11,1.99,2017,11
06 cantabria,2017-10,2.23,2017,10
06 cantabria,2017-09,2.33,2017,9
06 cantabria,2017-08,2.79,2017,8
06 cantabria,2017-07,2.61,2017,7
06 cantabria,2017-06,2.19,2017,6
06 cantabria,2017-05,2.16,2017,5
06 cantabria,2017-04,2.19,2017,4
06 cantabria,2017-03,1.96,2017,3
06 cantabria,2017-02,1.89,2017,2
06 cantabria,2017-01,1.92,2017,1
06 cantabria,2016-12,2.01,2016,12
06 cantabria,2016-11,2.17,2016,11
06 cantabria,2016-10,2.24,2016,10
06 cantabria,2016-09,2.31,2016,9
06 cantabria,2016-08,2.78,2016,8
06 cantabria,2016-07,2.48,2016,7
06 cantabria,2016-06,2.23,2016,6
06 cantabria,2016-05,2.15,2016,5
06 cantabria,2016-04,2.17,2016,4
06 cantabria,2016-03,2.13,2016,3
06 cantabria,2016-02,1.92,2016,2
06 cantabria,2016-01,1.94,2016,1
06 cantabria,2015-12,2.01,2015,12
06 cantabria,2015-11,2.17,2015,11
06 cantabria,2015-10,2.27,2015,10
06 cantabria,2015-09,2.34,2015,9
06 cantabria,2015-08,2.75,2015,8
06 cantabria,2015-07,2.52,2015,7
06 cantabria,2015-06,2.14,2015,6
06 cantabria,2015-05,2.07,2015,5
06 cantabria,2015-04,2.14,2015,4
06 cantabria,2015-03,2.15,2015,3
06 cantabria,2015-02,1.91,2015,2
06 cantabria,2015-01,1.84,2015,1
06 cantabria,2014-12,1.9,2014,12
06 cantabria,2014-11,2.22,2014,11
06 cantabria,2014-10,2.2,2014,10
06 cantabria,2014-09,2.3,2014,9
06 cantabria,2014-08,2.65,2014,8
06 cantabria,2014-07,2.47,2014,7
06 cantabria,2014-06,2.22,2014,6
06 cantabria,2014-05,2.14,2014,5
06 cantabria,2014-04,2.27,2014,4
06 cantabria,2014-03,2.01,2014,3
06 cantabria,2014-02,1.88,2014,2
06 cantabria,2014-01,2.0,2014,1
07 castilla y leã³n,2025-02,1.66,2025,2
07 castilla y leã³n,2025-01,1.7,2025,1
07 castilla y leã³n,2024-12,1.73,2024,12
07 castilla y leã³n,2024-11,1.8,2024,11
07 castilla y leã³n,2024-10,1.71,2024,10
07 castilla y leã³n,2024-09,1.65,2024,9
07 castilla y leã³n,2024-08,1.61,2024,8
07 castilla y leã³n,2024-07,1.63,2024,7
07 castilla y leã³n,2024-06,1.63,2024,6
07 castilla y leã³n,2024-05,1.64,2024,5
07 castilla y leã³n,2024-04,1.66,2024,4
07 castilla y leã³n,2024-03,1.77,2024,3
07 castilla y leã³n,2024-02,1.73,2024,2
07 castilla y leã³n,2024-01,1.74,2024,1
07 castilla y leã³n,2023-12,1.77,2023,12
07 castilla y leã³n,2023-11,1.75,2023,11
07 castilla y leã³n,2023-10,1.7,2023,10
07 castilla y leã³n,2023-09,1.66,2023,9
07 castilla y leã³n,2023-08,1.61,2023,8
07 castilla y leã³n,2023-07,1.61,2023,7
07 castilla y leã³n,2023-06,1.66,2023,6
07 castilla y leã³n,2023-05,1.65,2023,5
07 castilla y leã³n,2023-04,1.71,2023,4
07 castilla y leã³n,2023-03,1.72,2023,3
07 castilla y leã³n,2023-02,1.74,2023,2
07 castilla y leã³n,2023-01,1.8,2023,1
07 castilla y leã³n,2022-12,1.76,2022,12
07 castilla y leã³n,2022-11,1.75,2022,11
07 castilla y leã³n,2022-10,1.68,2022,10
07 castilla y leã³n,2022-09,1.64,2022,9
07 castilla y leã³n,2022-08,1.61,2022,8
07 castilla y leã³n,2022-07,1.6,2022,7
07 castilla y leã³n,2022-06,1.63,2022,6
07 castilla y leã³n,2022-05,1.65,2022,5
07 castilla y leã³n,2022-04,1.69,2022,4
07 castilla y leã³n,2022-03,1.78,2022,3
07 castilla y leã³n,2022-02,1.73,2022,2
07 castilla y leã³n,2022-01,1.73,2022,1
07 castilla y leã³n,2021-12,1.74,2021,12
07 castilla y leã³n,2021-11,1.7,2021,11
07 castilla y leã³n,2021-10,1.71,2021,10
07 castilla y leã³n,2021-09,1.66,2021,9
07 castilla y leã³n,2021-08,1.69,2021,8
07 castilla y leã³n,2021-07,1.66,2021,7
07 castilla y leã³n,2021-06,1.68,2021,6
07 castilla y leã³n,2021-05,1.73,2021,5
07 castilla y leã³n,2021-04,1.88,2021,4
07 castilla y leã³n,2021-03,1.88,2021,3
07 castilla y leã³n,2021-02,2.11,2021,2
07 castilla y leã³n,2021-01,2.08,2021,1
07 castilla y leã³n,2020-12,1.91,2020,12
07 castilla y leã³n,2020-11,2.17,2020,11
07 castilla y leã³n,2020-10,1.8,2020,10
07 castilla y leã³n,2020-09,1.73,2020,9
07 castilla y leã³n,2020-08,1.77,2020,8
07 castilla y leã³n,2020-07,1.72,2020,7
07 castilla y leã³n,2020-06,1.96,2020,6
07 castilla y leã³n,2020-05,4.4,2020,5
07 castilla y leã³n,2020-04,0.0,2020,4
07 castilla y leã³n,2020-03,1.92,2020,3
07 castilla y leã³n,2020-02,1.67,2020,2
07 castilla y leã³n,2020-01,1.7,2020,1
07 castilla y leã³n,2019-12,1.69,2019,12
07 castilla y leã³n,2019-11,1.76,2019,11
07 castilla y leã³n,2019-10,1.64,2019,10
07 castilla y leã³n,2019-09,1.63,2019,9
07 castilla y leã³n,2019-08,1.65,2019,8
07 castilla y leã³n,2019-07,1.61,2019,7
07 castilla y leã³n,2019-06,1.64,2019,6
07 castilla y leã³n,2019-05,1.64,2019,5
07 castilla y leã³n,2019-04,1.72,2019,4
07 castilla y leã³n,2019-03,1.7,2019,3
07 castilla y leã³n,2019-02,1.71,2019,2
07 castilla y leã³n,2019-01,1.76,2019,1
07 castilla y leã³n,2018-12,1.71,2018,12
07 castilla y leã³n,2018-11,1.76,2018,11
07 castilla y leã³n,2018-10,1.66,2018,10
07 castilla y leã³n,2018-09,1.62,2018,9
07 castilla y leã³n,2018-08,1.64,2018,8
07 castilla y leã³n,2018-07,1.62,2018,7
07 castilla y leã³n,2018-06,1.64,2018,6
07 castilla y leã³n,2018-05,1.62,2018,5
07 castilla y leã³n,2018-04,1.69,2018,4
07 castilla y leã³n,2018-03,1.71,2018,3
07 castilla y leã³n,2018-02,1.65,2018,2
07 castilla y leã³n,2018-01,1.71,2018,1
07 castilla y leã³n,2017-12,1.7,2017,12
07 castilla y leã³n,2017-11,1.7,2017,11
07 castilla y leã³n,2017-10,1.65,2017,10
07 castilla y leã³n,2017-09,1.61,2017,9
07 castilla y leã³n,2017-08,1.63,2017,8
07 castilla y leã³n,2017-07,1.61,2017,7
07 castilla y leã³n,2017-06,1.61,2017,6
07 castilla y leã³n,2017-05,1.63,2017,5
07 castilla y leã³n,2017-04,1.74,2017,4
07 castilla y leã³n,2017-03,1.68,2017,3
07 castilla y leã³n,2017-02,1.7,2017,2
07 castilla y leã³n,2017-01,1.69,2017,1
07 castilla y leã³n,2016-12,1.72,2016,12
07 castilla y leã³n,2016-11,1.72,2016,11
07 castilla y leã³n,2016-10,1.67,2016,10
07 castilla y leã³n,2016-09,1.62,2016,9
07 castilla y leã³n,2016-08,1.62,2016,8
07 castilla y leã³n,2016-07,1.59,2016,7
07 castilla y leã³n,2016-06,1.58,2016,6
07 castilla y leã³n,2016-05,1.56,2016,5
07 castilla y leã³n,2016-04,1.61,2016,4
07 castilla y leã³n,2016-03,1.77,2016,3
07 castilla y leã³n,2016-02,1.69,2016,2
07 castilla y leã³n,2016-01,1.69,2016,1
07 castilla y leã³n,2015-12,1.66,2015,12
07 castilla y leã³n,2015-11,1.67,2015,11
07 castilla y leã³n,2015-10,1.63,2015,10
07 castilla y leã³n,2015-09,1.62,2015,9
07 castilla y leã³n,2015-08,1.59,2015,8
07 castilla y leã³n,2015-07,1.58,2015,7
07 castilla y leã³n,2015-06,1.59,2015,6
07 castilla y leã³n,2015-05,1.64,2015,5
07 castilla y leã³n,2015-04,1.7,2015,4
07 castilla y leã³n,2015-03,1.65,2015,3
07 castilla y leã³n,2015-02,1.65,2015,2
07 castilla y leã³n,2015-01,1.71,2015,1
07 castilla y leã³n,2014-12,1.64,2014,12
07 castilla y leã³n,2014-11,1.69,2014,11
07 castilla y leã³n,2014-10,1.65,2014,10
07 castilla y leã³n,2014-09,1.64,2014,9
07 castilla y leã³n,2014-08,1.59,2014,8
07 castilla y leã³n,2014-07,1.58,2014,7
07 castilla y leã³n,2014-06,1.56,2014,6
07 castilla y leã³n,2014-05,1.6,2014,5
07 castilla y leã³n,2014-04,1.65,2014,4
07 castilla y leã³n,2014-03,1.65,2014,3
07 castilla y leã³n,2014-02,1.58,2014,2
07 castilla y leã³n,2014-01,1.63,2014,1
08 castilla - la mancha,2025-02,1.64,2025,2
08 castilla - la mancha,2025-01,1.65,2025,1
08 castilla - la mancha,2024-12,1.68,2024,12
08 castilla - la mancha,2024-11,1.81,2024,11
08 castilla - la mancha,2024-10,1.81,2024,10
08 castilla - la mancha,2024-09,1.72,2024,9
08 castilla - la mancha,2024-08,1.76,2024,8
08 castilla - la mancha,2024-07,1.84,2024,7
08 castilla - la mancha,2024-06,1.72,2024,6
08 castilla - la mancha,2024-05,1.71,2024,5
08 castilla - la mancha,2024-04,1.77,2024,4
08 castilla - la mancha,2024-03,1.77,2024,3
08 castilla - la mancha,2024-02,1.76,2024,2
08 castilla - la mancha,2024-01,1.73,2024,1
08 castilla - la mancha,2023-12,1.7,2023,12
08 castilla - la mancha,2023-11,1.83,2023,11
08 castilla - la mancha,2023-10,1.76,2023,10
08 castilla - la mancha,2023-09,1.72,2023,9
08 castilla - la mancha,2023-08,1.8,2023,8
08 castilla - la mancha,2023-07,1.72,2023,7
08 castilla - la mancha,2023-06,1.72,2023,6
08 castilla - la mancha,2023-05,1.8,2023,5
08 castilla - la mancha,2023-04,1.8,2023,4
08 castilla - la mancha,2023-03,1.75,2023,3
08 castilla - la mancha,2023-02,1.73,2023,2
08 castilla - la mancha,2023-01,1.73,2023,1
08 castilla - la mancha,2022-12,1.71,2022,12
08 castilla - la mancha,2022-11,1.77,2022,11
08 castilla - la mancha,2022-10,1.79,2022,10
08 castilla - la mancha,2022-09,1.79,2022,9
08 castilla - la mancha,2022-08,1.79,2022,8
08 castilla - la mancha,2022-07,1.71,2022,7
08 castilla - la mancha,2022-06,1.75,2022,6
08 castilla - la mancha,2022-05,1.78,2022,5
08 castilla - la mancha,2022-04,1.77,2022,4
08 castilla - la mancha,2022-03,1.74,2022,3
08 castilla - la mancha,2022-02,1.71,2022,2
08 castilla - la mancha,2022-01,1.68,2022,1
08 castilla - la mancha,2021-12,1.71,2021,12
08 castilla - la mancha,2021-11,1.71,2021,11
08 castilla - la mancha,2021-10,1.73,2021,10
08 castilla - la mancha,2021-09,1.69,2021,9
08 castilla - la mancha,2021-08,1.73,2021,8
08 castilla - la mancha,2021-07,1.69,2021,7
08 castilla - la mancha,2021-06,1.65,2021,6
08 castilla - la mancha,2021-05,1.67,2021,5
08 castilla - la mancha,2021-04,1.71,2021,4
08 castilla - la mancha,2021-03,1.76,2021,3
08 castilla - la mancha,2021-02,1.84,2021,2
08 castilla - la mancha,2021-01,1.85,2021,1
08 castilla - la mancha,2020-12,1.72,2020,12
08 castilla - la mancha,2020-11,1.93,2020,11
08 castilla - la mancha,2020-10,1.72,2020,10
08 castilla - la mancha,2020-09,1.71,2020,9
08 castilla - la mancha,2020-08,1.79,2020,8
08 castilla - la mancha,2020-07,1.75,2020,7
08 castilla - la mancha,2020-06,1.99,2020,6
08 castilla - la mancha,2020-05,2.71,2020,5
08 castilla - la mancha,2020-04,0.0,2020,4
08 castilla - la mancha,2020-03,1.74,2020,3
08 castilla - la mancha,2020-02,1.59,2020,2
08 castilla - la mancha,2020-01,1.62,2020,1
08 castilla - la mancha,2019-12,1.64,2019,12
08 castilla - la mancha,2019-11,1.71,2019,11
08 castilla - la mancha,2019-10,1.69,2019,10
08 castilla - la mancha,2019-09,1.69,2019,9
08 castilla - la mancha,2019-08,1.73,2019,8
08 castilla - la mancha,2019-07,1.69,2019,7
08 castilla - la mancha,2019-06,1.66,2019,6
08 castilla - la mancha,2019-05,1.7,2019,5
08 castilla - la mancha,2019-04,1.71,2019,4
08 castilla - la mancha,2019-03,1.64,2019,3
08 castilla - la mancha,2019-02,1.61,2019,2
08 castilla - la mancha,2019-01,1.65,2019,1
08 castilla - la mancha,2018-12,1.64,2018,12
08 castilla - la mancha,2018-11,1.72,2018,11
08 castilla - la mancha,2018-10,1.7,2018,10
08 castilla - la mancha,2018-09,1.66,2018,9
08 castilla - la mancha,2018-08,1.73,2018,8
08 castilla - la mancha,2018-07,1.69,2018,7
08 castilla - la mancha,2018-06,1.65,2018,6
08 castilla - la mancha,2018-05,1.72,2018,5
08 castilla - la mancha,2018-04,1.73,2018,4
08 castilla - la mancha,2018-03,1.71,2018,3
08 castilla - la mancha,2018-02,1.63,2018,2
08 castilla - la mancha,2018-01,1.62,2018,1
08 castilla - la mancha,2017-12,1.65,2017,12
08 castilla - la mancha,2017-11,1.74,2017,11
08 castilla - la mancha,2017-10,1.71,2017,10
08 castilla - la mancha,2017-09,1.66,2017,9
08 castilla - la mancha,2017-08,1.76,2017,8
08 castilla - la mancha,2017-07,1.66,2017,7
08 castilla - la mancha,2017-06,1.63,2017,6
08 castilla - la mancha,2017-05,1.69,2017,5
08 castilla - la mancha,2017-04,1.73,2017,4
08 castilla - la mancha,2017-03,1.63,2017,3
08 castilla - la mancha,2017-02,1.63,2017,2
08 castilla - la mancha,2017-01,1.61,2017,1
08 castilla - la mancha,2016-12,1.62,2016,12
08 castilla - la mancha,2016-11,1.69,2016,11
08 castilla - la mancha,2016-10,1.68,2016,10
08 castilla - la mancha,2016-09,1.65,2016,9
08 castilla - la mancha,2016-08,1.72,2016,8
08 castilla - la mancha,2016-07,1.69,2016,7
08 castilla - la mancha,2016-06,1.68,2016,6
