region,period,total,year,month
02 aragã³n,2014-10,37302.0,2014,10
02 aragã³n,2014-09,53182.0,2014,9
02 aragã³n,2014-08,65128.0,2014,8
02 aragã³n,2014-07,55335.0,2014,7
02 aragã³n,2014-06,46144.0,2014,6
02 aragã³n,2014-05,44166.0,2014,5
02 aragã³n,2014-04,30802.0,2014,4
02 aragã³n,2014-03,25027.0,2014,3
02 aragã³n,2014-02,22125.0,2014,2
02 aragã³n,2014-01,19693.0,2014,1
02 aragã³n,2025-02,441767.0,2025,2
02 aragã³n,2025-01,359386.0,2025,1
02 aragã³n,2024-12,381754.0,2024,12
02 aragã³n,2024-11,392264.0,2024,11
02 aragã³n,2024-10,506689.0,2024,10
02 aragã³n,2024-09,515381.0,2024,9
02 aragã³n,2024-08,730814.0,2024,8
02 aragã³n,2024-07,592526.0,2024,7
02 aragã³n,2024-06,486631.0,2024,6
02 aragã³n,2024-05,484686.0,2024,5
02 aragã³n,2024-04,407243.0,2024,4
02 aragã³n,2024-03,529128.0,2024,3
02 aragã³n,2024-02,430297.0,2024,2
02 aragã³n,2024-01,368859.0,2024,1
02 aragã³n,2023-12,381735.0,2023,12
02 aragã³n,2023-11,355638.0,2023,11
02 aragã³n,2023-10,493302.0,2023,10
02 aragã³n,2023-09,508972.0,2023,9
02 aragã³n,2023-08,703435.0,2023,8
02 aragã³n,2023-07,579478.0,2023,7
02 aragã³n,2023-06,461109.0,2023,6
02 aragã³n,2023-05,410077.0,2023,5
02 aragã³n,2023-04,496459.0,2023,4
02 aragã³n,2023-03,446323.0,2023,3
02 aragã³n,2023-02,429848.0,2023,2
02 aragã³n,2023-01,351386.0,2023,1
02 aragã³n,2022-12,376115.0,2022,12
02 aragã³n,2022-11,316358.0,2022,11
02 aragã³n,2022-10,487491.0,2022,10
02 aragã³n,2022-09,510195.0,2022,9
02 aragã³n,2022-08,721285.0,2022,8
02 aragã³n,2022-07,575112.0,2022,7
02 aragã³n,2022-06,450059.0,2022,6
02 aragã³n,2022-05,402932.0,2022,5
02 aragã³n,2022-04,487295.0,2022,4
02 aragã³n,2022-03,403810.0,2022,3
02 aragã³n,2022-02,386089.0,2022,2
02 aragã³n,2022-01,332029.0,2022,1
02 aragã³n,2021-12,356814.0,2021,12
02 aragã³n,2021-11,298930.0,2021,11
02 aragã³n,2021-10,468346.0,2021,10
02 aragã³n,2021-09,463345.0,2021,9
02 aragã³n,2021-08,720494.0,2021,8
02 aragã³n,2021-07,525497.0,2021,7
02 aragã³n,2021-06,298444.0,2021,6
02 aragã³n,2021-05,190739.0,2021,5
02 aragã³n,2021-04,143181.0,2021,4
02 aragã³n,2021-03,120812.0,2021,3
02 aragã³n,2021-02,88276.0,2021,2
02 aragã³n,2021-01,77125.0,2021,1
02 aragã³n,2020-12,79087.0,2020,12
02 aragã³n,2020-11,87524.0,2020,11
02 aragã³n,2020-10,227018.0,2020,10
02 aragã³n,2020-09,269155.0,2020,9
02 aragã³n,2020-08,425170.0,2020,8
02 aragã³n,2020-07,299712.0,2020,7
02 aragã³n,2020-06,86862.0,2020,6
02 aragã³n,2020-05,23442.0,2020,5
02 aragã³n,2020-04,0.0,2020,4
02 aragã³n,2020-03,208657.0,2020,3
02 aragã³n,2020-02,471817.0,2020,2
02 aragã³n,2020-01,405829.0,2020,1
02 aragã³n,2019-12,429308.0,2019,12
02 aragã³n,2019-11,355187.0,2019,11
02 aragã³n,2019-10,474685.0,2019,10
02 aragã³n,2019-09,528078.0,2019,9
02 aragã³n,2019-08,779604.0,2019,8
02 aragã³n,2019-07,586020.0,2019,7
02 aragã³n,2019-06,498847.0,2019,6
02 aragã³n,2019-05,438160.0,2019,5
02 aragã³n,2019-04,466265.0,2019,4
02 aragã³n,2019-03,487832.0,2019,3
02 aragã³n,2019-02,414640.0,2019,2
02 aragã³n,2019-01,313477.0,2019,1
02 aragã³n,2018-12,375930.0,2018,12
02 aragã³n,2018-11,342458.0,2018,11
02 aragã³n,2018-10,468396.0,2018,10
02 aragã³n,2018-09,522808.0,2018,9
02 aragã³n,2018-08,758308.0,2018,8
02 aragã³n,2018-07,565259.0,2018,7
02 aragã³n,2018-06,457228.0,2018,6
02 aragã³n,2018-05,413366.0,2018,5
02 aragã³n,2018-04,437466.0,2018,4
02 aragã³n,2018-03,504520.0,2018,3
02 aragã³n,2018-02,433972.0,2018,2
02 aragã³n,2018-01,384842.0,2018,1
02 aragã³n,2017-12,391995.0,2017,12
02 aragã³n,2017-11,311854.0,2017,11
02 aragã³n,2017-10,490116.0,2017,10
02 aragã³n,2017-09,519087.0,2017,9
02 aragã³n,2017-08,741543.0,2017,8
02 aragã³n,2017-07,563387.0,2017,7
02 aragã³n,2017-06,427643.0,2017,6
02 aragã³n,2017-05,403151.0,2017,5
02 aragã³n,2017-04,525453.0,2017,4
02 aragã³n,2017-03,459612.0,2017,3
02 aragã³n,2017-02,414054.0,2017,2
02 aragã³n,2017-01,335977.0,2017,1
02 aragã³n,2016-12,359225.0,2016,12
02 aragã³n,2016-11,289072.0,2016,11
02 aragã³n,2016-10,459569.0,2016,10
02 aragã³n,2016-09,473567.0,2016,9
02 aragã³n,2016-08,699321.0,2016,8
02 aragã³n,2016-07,545964.0,2016,7
02 aragã³n,2016-06,421279.0,2016,6
02 aragã³n,2016-05,391145.0,2016,5
02 aragã³n,2016-04,327061.0,2016,4
02 aragã³n,2016-03,503099.0,2016,3
02 aragã³n,2016-02,394902.0,2016,2
02 aragã³n,2016-01,315771.0,2016,1
02 aragã³n,2015-12,315106.0,2015,12
02 aragã³n,2015-11,273221.0,2015,11
02 aragã³n,2015-10,412902.0,2015,10
02 aragã³n,2015-09,427771.0,2015,9
02 aragã³n,2015-08,616961.0,2015,8
02 aragã³n,2015-07,455511.0,2015,7
02 aragã³n,2015-06,365328.0,2015,6
02 aragã³n,2015-05,354760.0,2015,5
02 aragã³n,2015-04,377491.0,2015,4
02 aragã³n,2015-03,401343.0,2015,3
02 aragã³n,2015-02,324698.0,2015,2
02 aragã³n,2015-01,259162.0,2015,1
02 aragã³n,2014-12,305330.0,2014,12
02 aragã³n,2014-11,235116.0,2014,11
02 aragã³n,2014-10,349681.0,2014,10
02 aragã³n,2014-09,390072.0,2014,9
02 aragã³n,2014-08,580501.0,2014,8
02 aragã³n,2014-07,426230.0,2014,7
02 aragã³n,2014-06,338546.0,2014,6
02 aragã³n,2014-05,335451.0,2014,5
02 aragã³n,2014-04,354960.0,2014,4
02 aragã³n,2014-03,332899.0,2014,3
02 aragã³n,2014-02,304143.0,2014,2
02 aragã³n,2014-01,273212.0,2014,1
02 aragã³n,2025-02,375104.0,2025,2
02 aragã³n,2025-01,297868.0,2025,1
02 aragã³n,2024-12,315650.0,2024,12
02 aragã³n,2024-11,303661.0,2024,11
02 aragã³n,2024-10,380310.0,2024,10
02 aragã³n,2024-09,379385.0,2024,9
02 aragã³n,2024-08,577511.0,2024,8
02 aragã³n,2024-07,460488.0,2024,7
02 aragã³n,2024-06,370792.0,2024,6
02 aragã³n,2024-05,358993.0,2024,5
02 aragã³n,2024-04,307284.0,2024,4
02 aragã³n,2024-03,447017.0,2024,3
02 aragã³n,2024-02,347543.0,2024,2
02 aragã³n,2024-01,307278.0,2024,1
02 aragã³n,2023-12,317589.0,2023,12
02 aragã³n,2023-11,281042.0,2023,11
02 aragã³n,2023-10,388461.0,2023,10
02 aragã³n,2023-09,392578.0,2023,9
02 aragã³n,2023-08,558243.0,2023,8
02 aragã³n,2023-07,446206.0,2023,7
02 aragã³n,2023-06,352130.0,2023,6
02 aragã³n,2023-05,293627.0,2023,5
02 aragã³n,2023-04,407635.0,2023,4
02 aragã³n,2023-03,371136.0,2023,3
02 aragã³n,2023-02,359031.0,2023,2
02 aragã³n,2023-01,298673.0,2023,1
02 aragã³n,2022-12,320577.0,2022,12
02 aragã³n,2022-11,254493.0,2022,11
02 aragã³n,2022-10,388260.0,2022,10
02 aragã³n,2022-09,378690.0,2022,9
02 aragã³n,2022-08,569441.0,2022,8
02 aragã³n,2022-07,442823.0,2022,7
02 aragã³n,2022-06,346006.0,2022,6
02 aragã³n,2022-05,303138.0,2022,5
02 aragã³n,2022-04,398775.0,2022,4
02 aragã³n,2022-03,335333.0,2022,3
02 aragã³n,2022-02,326272.0,2022,2
02 aragã³n,2022-01,294783.0,2022,1
02 aragã³n,2021-12,312410.0,2021,12
02 aragã³n,2021-11,243130.0,2021,11
02 aragã³n,2021-10,392201.0,2021,10
02 aragã³n,2021-09,376588.0,2021,9
02 aragã³n,2021-08,634252.0,2021,8
02 aragã³n,2021-07,442884.0,2021,7
02 aragã³n,2021-06,261099.0,2021,6
02 aragã³n,2021-05,161359.0,2021,5
02 aragã³n,2021-04,125889.0,2021,4
02 aragã³n,2021-03,103192.0,2021,3
02 aragã³n,2021-02,75636.0,2021,2
02 aragã³n,2021-01,65356.0,2021,1
02 aragã³n,2020-12,66963.0,2020,12
02 aragã³n,2020-11,69702.0,2020,11
02 aragã³n,2020-10,190854.0,2020,10
02 aragã³n,2020-09,234065.0,2020,9
02 aragã³n,2020-08,376372.0,2020,8
02 aragã³n,2020-07,251035.0,2020,7
02 aragã³n,2020-06,76400.0,2020,6
02 aragã³n,2020-05,18645.0,2020,5
02 aragã³n,2020-04,0.0,2020,4
02 aragã³n,2020-03,172708.0,2020,3
02 aragã³n,2020-02,392789.0,2020,2
02 aragã³n,2020-01,342644.0,2020,1
02 aragã³n,2019-12,368245.0,2019,12
02 aragã³n,2019-11,286167.0,2019,11
02 aragã³n,2019-10,361450.0,2019,10
02 aragã³n,2019-09,389430.0,2019,9
02 aragã³n,2019-08,633362.0,2019,8
02 aragã³n,2019-07,455811.0,2019,7
02 aragã³n,2019-06,380141.0,2019,6
02 aragã³n,2019-05,321118.0,2019,5
02 aragã³n,2019-04,378105.0,2019,4
02 aragã³n,2019-03,401872.0,2019,3
02 aragã³n,2019-02,336705.0,2019,2
02 aragã³n,2019-01,259249.0,2019,1
02 aragã³n,2018-12,319926.0,2018,12
02 aragã³n,2018-11,274257.0,2018,11
02 aragã³n,2018-10,370773.0,2018,10
02 aragã³n,2018-09,390774.0,2018,9
02 aragã³n,2018-08,606261.0,2018,8
02 aragã³n,2018-07,427131.0,2018,7
02 aragã³n,2018-06,340554.0,2018,6
02 aragã³n,2018-05,301485.0,2018,5
02 aragã³n,2018-04,347476.0,2018,4
02 aragã³n,2018-03,428215.0,2018,3
02 aragã³n,2018-02,360966.0,2018,2
02 aragã³n,2018-01,330150.0,2018,1
02 aragã³n,2017-12,345841.0,2017,12
02 aragã³n,2017-11,256398.0,2017,11
02 aragã³n,2017-10,395285.0,2017,10
02 aragã³n,2017-09,397952.0,2017,9
02 aragã³n,2017-08,595257.0,2017,8
02 aragã³n,2017-07,430853.0,2017,7
02 aragã³n,2017-06,323812.0,2017,6
02 aragã³n,2017-05,299638.0,2017,5
02 aragã³n,2017-04,439236.0,2017,4
02 aragã³n,2017-03,383333.0,2017,3
02 aragã³n,2017-02,347819.0,2017,2
02 aragã³n,2017-01,291804.0,2017,1
02 aragã³n,2016-12,315479.0,2016,12
02 aragã³n,2016-11,239389.0,2016,11
02 aragã³n,2016-10,377197.0,2016,10
02 aragã³n,2016-09,361249.0,2016,9
02 aragã³n,2016-08,561901.0,2016,8
02 aragã³n,2016-07,415364.0,2016,7
02 aragã³n,2016-06,316801.0,2016,6
02 aragã³n,2016-05,280483.0,2016,5
02 aragã³n,2016-04,259556.0,2016,4
02 aragã³n,2016-03,436192.0,2016,3
02 aragã³n,2016-02,329188.0,2016,2
02 aragã³n,2016-01,273294.0,2016,1
02 aragã³n,2015-12,278444.0,2015,12
02 aragã³n,2015-11,231444.0,2015,11
02 aragã³n,2015-10,327666.0,2015,10
02 aragã³n,2015-09,325233.0,2015,9
02 aragã³n,2015-08,495641.0,2015,8
02 aragã³n,2015-07,353442.0,2015,7
02 aragã³n,2015-06,278442.0,2015,6
02 aragã³n,2015-05,272842.0,2015,5
02 aragã³n,2015-04,315006.0,2015,4
02 aragã³n,2015-03,344239.0,2015,3
02 aragã³n,2015-02,272650.0,2015,2
02 aragã³n,2015-01,226320.0,2015,1
02 aragã³n,2014-12,271959.0,2014,12
02 aragã³n,2014-11,197307.0,2014,11
02 aragã³n,2014-10,285697.0,2014,10
02 aragã³n,2014-09,298553.0,2014,9
02 aragã³n,2014-08,462845.0,2014,8
02 aragã³n,2014-07,324333.0,2014,7
02 aragã³n,2014-06,256402.0,2014,6
02 aragã³n,2014-05,256864.0,2014,5
02 aragã³n,2014-04,300243.0,2014,4
02 aragã³n,2014-03,279459.0,2014,3
02 aragã³n,2014-02,259151.0,2014,2
02 aragã³n,2014-01,236618.0,2014,1
02 aragã³n,2025-02,66662.0,2025,2
02 aragã³n,2025-01,61518.0,2025,1
02 aragã³n,2024-12,66104.0,2024,12
02 aragã³n,2024-11,88603.0,2024,11
02 aragã³n,2024-10,126379.0,2024,10
02 aragã³n,2024-09,135996.0,2024,9
02 aragã³n,2024-08,153303.0,2024,8
02 aragã³n,2024-07,132038.0,2024,7
02 aragã³n,2024-06,115839.0,2024,6
02 aragã³n,2024-05,125692.0,2024,5
02 aragã³n,2024-04,99959.0,2024,4
02 aragã³n,2024-03,82111.0,2024,3
02 aragã³n,2024-02,82755.0,2024,2
02 aragã³n,2024-01,61581.0,2024,1
02 aragã³n,2023-12,64146.0,2023,12
02 aragã³n,2023-11,74596.0,2023,11
02 aragã³n,2023-10,104840.0,2023,10
02 aragã³n,2023-09,116394.0,2023,9
02 aragã³n,2023-08,145191.0,2023,8
02 aragã³n,2023-07,133272.0,2023,7
02 aragã³n,2023-06,108979.0,2023,6
02 aragã³n,2023-05,116450.0,2023,5
02 aragã³n,2023-04,88824.0,2023,4
02 aragã³n,2023-03,75187.0,2023,3
02 aragã³n,2023-02,70817.0,2023,2
02 aragã³n,2023-01,52713.0,2023,1
02 aragã³n,2022-12,55538.0,2022,12
02 aragã³n,2022-11,61865.0,2022,11
02 aragã³n,2022-10,99231.0,2022,10
02 aragã³n,2022-09,131505.0,2022,9
02 aragã³n,2022-08,151845.0,2022,8
02 aragã³n,2022-07,132289.0,2022,7
02 aragã³n,2022-06,104053.0,2022,6
02 aragã³n,2022-05,99794.0,2022,5
02 aragã³n,2022-04,88519.0,2022,4
02 aragã³n,2022-03,68477.0,2022,3
02 aragã³n,2022-02,59818.0,2022,2
02 aragã³n,2022-01,37246.0,2022,1
02 aragã³n,2021-12,44405.0,2021,12
02 aragã³n,2021-11,55800.0,2021,11
02 aragã³n,2021-10,76145.0,2021,10
02 aragã³n,2021-09,86757.0,2021,9
02 aragã³n,2021-08,86242.0,2021,8
02 aragã³n,2021-07,82613.0,2021,7
02 aragã³n,2021-06,37345.0,2021,6
02 aragã³n,2021-05,29380.0,2021,5
02 aragã³n,2021-04,17292.0,2021,4
02 aragã³n,2021-03,17620.0,2021,3
02 aragã³n,2021-02,12640.0,2021,2
02 aragã³n,2021-01,11769.0,2021,1
02 aragã³n,2020-12,12124.0,2020,12
02 aragã³n,2020-11,17823.0,2020,11
02 aragã³n,2020-10,36164.0,2020,10
02 aragã³n,2020-09,35090.0,2020,9
02 aragã³n,2020-08,48798.0,2020,8
02 aragã³n,2020-07,48677.0,2020,7
02 aragã³n,2020-06,10462.0,2020,6
02 aragã³n,2020-05,4798.0,2020,5
02 aragã³n,2020-04,0.0,2020,4
02 aragã³n,2020-03,35949.0,2020,3
02 aragã³n,2020-02,79028.0,2020,2
02 aragã³n,2020-01,63185.0,2020,1
02 aragã³n,2019-12,61063.0,2019,12
02 aragã³n,2019-11,69021.0,2019,11
02 aragã³n,2019-10,113234.0,2019,10
02 aragã³n,2019-09,138647.0,2019,9
02 aragã³n,2019-08,146241.0,2019,8
02 aragã³n,2019-07,130210.0,2019,7
02 aragã³n,2019-06,118705.0,2019,6
02 aragã³n,2019-05,117042.0,2019,5
02 aragã³n,2019-04,88160.0,2019,4
02 aragã³n,2019-03,85961.0,2019,3
02 aragã³n,2019-02,77935.0,2019,2
02 aragã³n,2019-01,54228.0,2019,1
02 aragã³n,2018-12,56004.0,2018,12
02 aragã³n,2018-11,68200.0,2018,11
02 aragã³n,2018-10,97623.0,2018,10
02 aragã³n,2018-09,132034.0,2018,9
02 aragã³n,2018-08,152047.0,2018,8
02 aragã³n,2018-07,138128.0,2018,7
02 aragã³n,2018-06,116674.0,2018,6
02 aragã³n,2018-05,111881.0,2018,5
02 aragã³n,2018-04,89990.0,2018,4
02 aragã³n,2018-03,76305.0,2018,3
02 aragã³n,2018-02,73006.0,2018,2
02 aragã³n,2018-01,54691.0,2018,1
02 aragã³n,2017-12,46155.0,2017,12
02 aragã³n,2017-11,55456.0,2017,11
02 aragã³n,2017-10,94831.0,2017,10
02 aragã³n,2017-09,121135.0,2017,9
02 aragã³n,2017-08,146287.0,2017,8
02 aragã³n,2017-07,132534.0,2017,7
02 aragã³n,2017-06,103831.0,2017,6
02 aragã³n,2017-05,103514.0,2017,5
02 aragã³n,2017-04,86216.0,2017,4
02 aragã³n,2017-03,76279.0,2017,3
02 aragã³n,2017-02,66235.0,2017,2
02 aragã³n,2017-01,44173.0,2017,1
02 aragã³n,2016-12,43746.0,2016,12
02 aragã³n,2016-11,49684.0,2016,11
02 aragã³n,2016-10,82372.0,2016,10
02 aragã³n,2016-09,112319.0,2016,9
02 aragã³n,2016-08,137420.0,2016,8
02 aragã³n,2016-07,130600.0,2016,7
02 aragã³n,2016-06,104478.0,2016,6
02 aragã³n,2016-05,110662.0,2016,5
02 aragã³n,2016-04,67505.0,2016,4
02 aragã³n,2016-03,66907.0,2016,3
02 aragã³n,2016-02,65714.0,2016,2
02 aragã³n,2016-01,42477.0,2016,1
02 aragã³n,2015-12,36662.0,2015,12
02 aragã³n,2015-11,41777.0,2015,11
02 aragã³n,2015-10,85236.0,2015,10
02 aragã³n,2015-09,102538.0,2015,9
02 aragã³n,2015-08,121320.0,2015,8
02 aragã³n,2015-07,102069.0,2015,7
02 aragã³n,2015-06,86886.0,2015,6
02 aragã³n,2015-05,81918.0,2015,5
02 aragã³n,2015-04,62485.0,2015,4
02 aragã³n,2015-03,57104.0,2015,3
02 aragã³n,2015-02,52048.0,2015,2
02 aragã³n,2015-01,32842.0,2015,1
02 aragã³n,2014-12,33371.0,2014,12
02 aragã³n,2014-11,37809.0,2014,11
02 aragã³n,2014-10,63983.0,2014,10
02 aragã³n,2014-09,91519.0,2014,9
02 aragã³n,2014-08,117656.0,2014,8
02 aragã³n,2014-07,101896.0,2014,7
02 aragã³n,2014-06,82144.0,2014,6
02 aragã³n,2014-05,78587.0,2014,5
02 aragã³n,2014-04,54716.0,2014,4
02 aragã³n,2014-03,53440.0,2014,3
02 aragã³n,2014-02,44992.0,2014,2
02 aragã³n,2014-01,36595.0,2014,1
"03 asturias, principado de",2025-02,87532.0,2025,2
"03 asturias, principado de",2025-01,76688.0,2025,1
"03 asturias, principado de",2024-12,100710.0,2024,12
"03 asturias, principado de",2024-11,115968.0,2024,11
"03 asturias, principado de",2024-10,173419.0,2024,10
"03 asturias, principado de",2024-09,231263.0,2024,9
"03 asturias, principado de",2024-08,296551.0,2024,8
"03 asturias, principado de",2024-07,259286.0,2024,7
"03 asturias, principado de",2024-06,201598.0,2024,6
"03 asturias, principado de",2024-05,184260.0,2024,5
"03 asturias, principado de",2024-04,144446.0,2024,4
"03 asturias, principado de",2024-03,139948.0,2024,3
"03 asturias, principado de",2024-02,87370.0,2024,2
"03 asturias, principado de",2024-01,79730.0,2024,1
"03 asturias, principado de",2023-12,99718.0,2023,12
"03 asturias, principado de",2023-11,104376.0,2023,11
"03 asturias, principado de",2023-10,179554.0,2023,10
"03 asturias, principado de",2023-09,236526.0,2023,9
"03 asturias, principado de",2023-08,275162.0,2023,8
"03 asturias, principado de",2023-07,256240.0,2023,7
"03 asturias, principado de",2023-06,203011.0,2023,6
"03 asturias, principado de",2023-05,165341.0,2023,5
"03 asturias, principado de",2023-04,172835.0,2023,4
"03 asturias, principado de",2023-03,105354.0,2023,3
"03 asturias, principado de",2023-02,81250.0,2023,2
"03 asturias, principado de",2023-01,68071.0,2023,1
"03 asturias, principado de",2022-12,85895.0,2022,12
"03 asturias, principado de",2022-11,94412.0,2022,11
"03 asturias, principado de",2022-10,161014.0,2022,10
"03 asturias, principado de",2022-09,201227.0,2022,9
"03 asturias, principado de",2022-08,274811.0,2022,8
"03 asturias, principado de",2022-07,242167.0,2022,7
"03 asturias, principado de",2022-06,177752.0,2022,6
"03 asturias, principado de",2022-05,143685.0,2022,5
"03 asturias, principado de",2022-04,138486.0,2022,4
"03 asturias, principado de",2022-03,84443.0,2022,3
"03 asturias, principado de",2022-02,71141.0,2022,2
"03 asturias, principado de",2022-01,55447.0,2022,1
"03 asturias, principado de",2021-12,78371.0,2021,12
"03 asturias, principado de",2021-11,86192.0,2021,11
"03 asturias, principado de",2021-10,160175.0,2021,10
"03 asturias, principado de",2021-09,195792.0,2021,9
"03 asturias, principado de",2021-08,279921.0,2021,8
"03 asturias, principado de",2021-07,226256.0,2021,7
"03 asturias, principado de",2021-06,115496.0,2021,6
"03 asturias, principado de",2021-05,57485.0,2021,5
"03 asturias, principado de",2021-04,24039.0,2021,4
"03 asturias, principado de",2021-03,22056.0,2021,3
"03 asturias, principado de",2021-02,14992.0,2021,2
"03 asturias, principado de",2021-01,15411.0,2021,1
"03 asturias, principado de",2020-12,14588.0,2020,12
"03 asturias, principado de",2020-11,11924.0,2020,11
"03 asturias, principado de",2020-10,63277.0,2020,10
"03 asturias, principado de",2020-09,126640.0,2020,9
"03 asturias, principado de",2020-08,234956.0,2020,8
"03 asturias, principado de",2020-07,177341.0,2020,7
"03 asturias, principado de",2020-06,28131.0,2020,6
"03 asturias, principado de",2020-05,3657.0,2020,5
"03 asturias, principado de",2020-04,0.0,2020,4
"03 asturias, principado de",2020-03,32867.0,2020,3
"03 asturias, principado de",2020-02,84317.0,2020,2
"03 asturias, principado de",2020-01,68357.0,2020,1
"03 asturias, principado de",2019-12,89067.0,2019,12
"03 asturias, principado de",2019-11,94853.0,2019,11
"03 asturias, principado de",2019-10,147078.0,2019,10
"03 asturias, principado de",2019-09,213469.0,2019,9
"03 asturias, principado de",2019-08,287007.0,2019,8
"03 asturias, principado de",2019-07,233637.0,2019,7
"03 asturias, principado de",2019-06,182535.0,2019,6
"03 asturias, principado de",2019-05,154869.0,2019,5
"03 asturias, principado de",2019-04,149855.0,2019,4
"03 asturias, principado de",2019-03,101316.0,2019,3
"03 asturias, principado de",2019-02,71163.0,2019,2
"03 asturias, principado de",2019-01,56785.0,2019,1
"03 asturias, principado de",2018-12,87687.0,2018,12
"03 asturias, principado de",2018-11,98195.0,2018,11
"03 asturias, principado de",2018-10,147816.0,2018,10
"03 asturias, principado de",2018-09,211921.0,2018,9
"03 asturias, principado de",2018-08,281174.0,2018,8
"03 asturias, principado de",2018-07,220611.0,2018,7
"03 asturias, principado de",2018-06,179118.0,2018,6
"03 asturias, principado de",2018-05,152586.0,2018,5
"03 asturias, principado de",2018-04,133726.0,2018,4
"03 asturias, principado de",2018-03,117171.0,2018,3
"03 asturias, principado de",2018-02,73544.0,2018,2
"03 asturias, principado de",2018-01,59379.0,2018,1
"03 asturias, principado de",2017-12,88787.0,2017,12
"03 asturias, principado de",2017-11,88611.0,2017,11
"03 asturias, principado de",2017-10,150705.0,2017,10
"03 asturias, principado de",2017-09,205658.0,2017,9
"03 asturias, principado de",2017-08,281467.0,2017,8
"03 asturias, principado de",2017-07,235571.0,2017,7
"03 asturias, principado de",2017-06,165407.0,2017,6
"03 asturias, principado de",2017-05,147415.0,2017,5
"03 asturias, principado de",2017-04,162162.0,2017,4
"03 asturias, principado de",2017-03,95636.0,2017,3
"03 asturias, principado de",2017-02,75028.0,2017,2
"03 asturias, principado de",2017-01,63221.0,2017,1
"03 asturias, principado de",2016-12,84950.0,2016,12
"03 asturias, principado de",2016-11,84842.0,2016,11
"03 asturias, principado de",2016-10,145994.0,2016,10
"03 asturias, principado de",2016-09,201929.0,2016,9
"03 asturias, principado de",2016-08,274810.0,2016,8
"03 asturias, principado de",2016-07,234591.0,2016,7
"03 asturias, principado de",2016-06,163765.0,2016,6
"03 asturias, principado de",2016-05,137340.0,2016,5
"03 asturias, principado de",2016-04,113424.0,2016,4
"03 asturias, principado de",2016-03,121754.0,2016,3
"03 asturias, principado de",2016-02,74436.0,2016,2
"03 asturias, principado de",2016-01,63319.0,2016,1
"03 asturias, principado de",2015-12,83419.0,2015,12
"03 asturias, principado de",2015-11,89992.0,2015,11
"03 asturias, principado de",2015-10,134966.0,2015,10
"03 asturias, principado de",2015-09,194143.0,2015,9
"03 asturias, principado de",2015-08,279953.0,2015,8
"03 asturias, principado de",2015-07,227425.0,2015,7
"03 asturias, principado de",2015-06,168303.0,2015,6
"03 asturias, principado de",2015-05,130942.0,2015,5
"03 asturias, principado de",2015-04,136507.0,2015,4
"03 asturias, principado de",2015-03,95350.0,2015,3
"03 asturias, principado de",2015-02,65323.0,2015,2
"03 asturias, principado de",2015-01,58998.0,2015,1
"03 asturias, principado de",2014-12,75661.0,2014,12
"03 asturias, principado de",2014-11,77622.0,2014,11
"03 asturias, principado de",2014-10,123199.0,2014,10
"03 asturias, principado de",2014-09,184822.0,2014,9
"03 asturias, principado de",2014-08,259387.0,2014,8
"03 asturias, principado de",2014-07,192717.0,2014,7
"03 asturias, principado de",2014-06,144319.0,2014,6
"03 asturias, principado de",2014-05,129977.0,2014,5
"03 asturias, principado de",2014-04,118997.0,2014,4
"03 asturias, principado de",2014-03,76295.0,2014,3
"03 asturias, principado de",2014-02,58772.0,2014,2
"03 asturias, principado de",2014-01,51938.0,2014,1
"03 asturias, principado de",2025-02,76843.0,2025,2
"03 asturias, principado de",2025-01,67280.0,2025,1
"03 asturias, principado de",2024-12,88875.0,2024,12
"03 asturias, principado de",2024-11,100679.0,2024,11
"03 asturias, principado de",2024-10,137545.0,2024,10
"03 asturias, principado de",2024-09,173381.0,2024,9
"03 asturias, principado de",2024-08,239336.0,2024,8
"03 asturias, principado de",2024-07,208447.0,2024,7
"03 asturias, principado de",2024-06,153838.0,2024,6
"03 asturias, principado de",2024-05,134619.0,2024,5
"03 asturias, principado de",2024-04,114186.0,2024,4
"03 asturias, principado de",2024-03,121197.0,2024,3
"03 asturias, principado de",2024-02,76616.0,2024,2
"03 asturias, principado de",2024-01,67986.0,2024,1
"03 asturias, principado de",2023-12,89227.0,2023,12
"03 asturias, principado de",2023-11,89840.0,2023,11
"03 asturias, principado de",2023-10,143010.0,2023,10
"03 asturias, principado de",2023-09,177146.0,2023,9
"03 asturias, principado de",2023-08,221952.0,2023,8
"03 asturias, principado de",2023-07,206687.0,2023,7
"03 asturias, principado de",2023-06,150791.0,2023,6
"03 asturias, principado de",2023-05,116854.0,2023,5
"03 asturias, principado de",2023-04,144348.0,2023,4
"03 asturias, principado de",2023-03,92113.0,2023,3
"03 asturias, principado de",2023-02,72350.0,2023,2
"03 asturias, principado de",2023-01,60741.0,2023,1
"03 asturias, principado de",2022-12,77550.0,2022,12
"03 asturias, principado de",2022-11,84090.0,2022,11
"03 asturias, principado de",2022-10,132523.0,2022,10
"03 asturias, principado de",2022-09,156490.0,2022,9
"03 asturias, principado de",2022-08,226348.0,2022,8
"03 asturias, principado de",2022-07,200203.0,2022,7
"03 asturias, principado de",2022-06,138932.0,2022,6
"03 asturias, principado de",2022-05,110048.0,2022,5
"03 asturias, principado de",2022-04,118092.0,2022,4
"03 asturias, principado de",2022-03,75718.0,2022,3
"03 asturias, principado de",2022-02,65177.0,2022,2
"03 asturias, principado de",2022-01,50991.0,2022,1
"03 asturias, principado de",2021-12,71660.0,2021,12
